xpixel,ypixel,xestimate,yestimate,angleError,time
0,0,33.7461284722,-65.272423292,11.5653506532,2018-04-24 23:12:45.435809
0,0,29.0813869791,-63.2866885629,11.055525832,2018-04-24 23:12:45.892045
0,0,35.879570876,-61.5406468858,11.2939757003,2018-04-24 23:12:46.230597
0,0,29.0746654611,-64.2642694322,11.1785823818,2018-04-24 23:12:46.587542
0,0,26.8570993325,-63.3698880048,10.9424839697,2018-04-24 23:12:46.922452
0,0,31.2691599792,-63.5911750329,11.2801221517,2018-04-24 23:12:47.258122
0,0,32.7419475694,-63.5995329747,11.2510472837,2018-04-24 23:12:47.596096
0,0,34.5191287407,-65.4119375391,11.5011264338,2018-04-24 23:12:48.047135
0,0,29.1152437456,-62.4878728919,11.0211647152,2018-04-24 23:12:48.409473
0,0,33.6036162875,-65.7430524473,11.6860187939,2018-04-24 23:12:48.776767
0,0,32.1945101085,-66.0228753774,11.4829517485,2018-04-24 23:12:49.139996
0,0,27.5538001816,-63.4615756919,11.1160706444,2018-04-24 23:12:49.506983
0,0,29.2982694461,-68.9878222371,11.9177247429,2018-04-24 23:12:49.960138
0,0,3.97966887166,-75.8521990873,12.7652288823,2018-04-24 23:12:50.301025
0,0,32.1620381727,-68.7710612692,11.8308371452,2018-04-24 23:12:50.644285
0,0,28.356249265,-64.6368356906,11.1057398708,2018-04-24 23:12:51.002638
0,0,32.7718085144,-62.409702956,11.038556136,2018-04-24 23:12:51.345711
0,0,33.4212701236,-61.6752458298,11.052557323,2018-04-24 23:12:51.685517
0,0,4.66796660618,-53.876472485,8.84496849141,2018-04-24 23:12:52.025767
0,0,14.1250918569,-60.5665495229,9.97477042734,2018-04-24 23:12:52.389754
0,0,-34.2541482826,-41.7523725066,9.1727181272,2018-04-24 23:12:52.733693
0,0,-32.084768363,-40.3288471257,8.75659283604,2018-04-24 23:12:53.076468
0,0,-28.7182124291,-75.3656322349,16.1541375415,2018-04-24 23:12:53.420108
0,0,-36.4479138811,-41.7374563075,9.44156464149,2018-04-24 23:12:53.762623
0,0,-30.5641924697,-82.1293116368,18.4485843405,2018-04-24 23:12:54.108508
0,0,-34.4644334173,-80.7715835852,18.4024384848,2018-04-24 23:12:54.453325
0,0,27.4952157516,-61.8373952263,10.8699335529,2018-04-24 23:12:54.793278
0,0,32.2855533369,-69.8968753018,12.0771171984,2018-04-24 23:12:55.140949
0,0,36.0344294626,-63.9730326851,11.5722363244,2018-04-24 23:12:55.487573
0,0,36.1848998836,-64.5914796118,11.7178283166,2018-04-24 23:12:55.835867
0,0,35.6019637502,-61.9308767405,11.3298947652,2018-04-24 23:12:56.184185
0,0,32.8776368448,-64.5976910234,11.612231376,2018-04-24 23:12:56.567526
0,0,-36.4123707605,-38.3248192818,8.79126793629,2018-04-24 23:12:56.945665
0,0,26.3976522704,-64.6676428828,11.0493619454,2018-04-24 23:12:57.322507
0,0,-10.0152571296,-74.0305102031,12.7391680254,2018-04-24 23:12:57.700744
0,0,32.1724142915,-73.7817369497,12.8972967627,2018-04-24 23:12:58.070626
0,0,26.5057034908,-67.159107798,11.6970823075,2018-04-24 23:12:58.457658
0,0,-7.86755804381,-71.8930552339,12.2830588763,2018-04-24 23:12:58.823636
0,0,-34.2661313297,-43.825371814,9.12077085014,2018-04-24 23:12:59.167475
0,0,21.2608530805,-54.5078864438,9.53604081967,2018-04-24 23:12:59.525443
0,0,-36.7634270065,-45.0111693912,9.93299339705,2018-04-24 23:12:59.860525
0,0,-31.341250496,-40.0476415458,8.53030933534,2018-04-24 23:13:00.203137
0,0,24.3600877443,-55.9870333025,9.91467831622,2018-04-24 23:13:03.095352
0,0,34.2857207862,-55.661090759,10.4807424913,2018-04-24 23:13:03.430786
0,0,28.0866572755,-54.7683872669,9.9800474736,2018-04-24 23:13:03.773298
0,0,25.447890682,-54.7338480996,9.79398563393,2018-04-24 23:13:04.228043
0,0,26.4745198256,-51.51455157,9.38165220379,2018-04-24 23:13:04.588919
0,0,16.1408292759,-44.0243973252,7.64683494218,2018-04-24 23:13:04.996727
0,0,15.4167639978,-43.3054635885,7.48655113,2018-04-24 23:13:06.007191
0,0,23.4487546975,-50.3734849588,8.87652982859,2018-04-24 23:13:06.459773
