xpixel,ypixel,xestimate,yestimate,angleError,time
0,0,32.7601493718,-88.7916261827,15.4514300589,2018-04-24 23:10:55.081791
0,0,21.2014671909,-84.520246685,14.6679530786,2018-04-24 23:10:55.490983
0,0,-9.534627077,-78.5406613954,13.7717281058,2018-04-24 23:10:55.845298
0,0,9.35074860645,-93.6670721174,15.8373646281,2018-04-24 23:10:56.207041
0,0,15.3736865405,-76.7949747345,13.4372742611,2018-04-24 23:10:56.577608
0,0,-3.1705271207,-66.3943506308,10.9718618902,2018-04-24 23:10:56.922463
0,0,0.698455372308,-61.9881236328,10.2953690625,2018-04-24 23:10:57.386132
0,0,-7.65727434096,-65.6285804387,10.8849163091,2018-04-24 23:10:57.795062
0,0,10.4137382475,-61.0088544047,10.1032715219,2018-04-24 23:10:58.184000
0,0,5.01914025751,-59.4440299538,9.86056693212,2018-04-24 23:10:58.559244
0,0,11.2678487441,-62.2418029274,10.3374374682,2018-04-24 23:10:58.940197
0,0,3.41720128116,-64.161375398,10.5269103714,2018-04-24 23:10:59.307651
0,0,8.28716308255,-62.737897468,10.474182017,2018-04-24 23:10:59.711507
0,0,1.93979824007,-64.3061275064,10.3520720568,2018-04-24 23:11:00.177182
0,0,-4.80091094571,-59.9486545109,9.90616830352,2018-04-24 23:11:00.539730
0,0,2.51612923991,-58.8322841643,9.66316479379,2018-04-24 23:11:00.943871
0,0,2.8408593426,-63.4662071559,10.4768038527,2018-04-24 23:11:01.326568
0,0,5.3881761586,-65.8736757214,10.8523750447,2018-04-24 23:11:01.721987
0,0,5.94402871319,-63.997722795,10.5413730479,2018-04-24 23:11:02.086254
0,0,4.4277001687,-66.920405649,10.9938169426,2018-04-24 23:11:02.452493
0,0,5.43225635941,-63.4343498181,10.5052886029,2018-04-24 23:11:02.866115
0,0,-9.53338277535,-66.8709972067,11.0613555857,2018-04-24 23:11:03.236671
0,0,-7.5489593976,-61.4172426816,10.163417219,2018-04-24 23:11:03.608922
0,0,-7.5843503539,-56.0892390975,9.42297519419,2018-04-24 23:11:03.978909
0,0,-4.44906390501,-58.8718717133,9.79941386661,2018-04-24 23:11:04.341592
0,0,3.3514657958,-63.6014402337,10.4228023536,2018-04-24 23:11:04.721728
0,0,-8.28556328746,-63.7761368497,10.5266842482,2018-04-24 23:11:05.137171
0,0,1.88312524423,-61.5168948115,10.0828942749,2018-04-24 23:11:05.628732
0,0,-8.59574994491,-74.0639751886,13.0966041543,2018-04-24 23:11:05.990540
0,0,-0.723061267728,-66.4631432171,10.7453071337,2018-04-24 23:11:06.350030
0,0,-2.57372174706,-64.0282740281,10.5381768175,2018-04-24 23:11:06.820764
0,0,2.68297604847,-63.0662176958,10.3075364732,2018-04-24 23:11:07.164357
0,0,-5.8499345785,-65.9397565656,10.8256944041,2018-04-24 23:11:07.502293
0,0,-1.024206333,-64.908065806,10.6346705358,2018-04-24 23:11:09.775508
0,0,-0.223336344192,-66.2536537899,10.7296584726,2018-04-24 23:11:10.142491
0,0,1.07158320779,-62.2758374462,10.2137071157,2018-04-24 23:11:10.512702
0,0,-2.69558884034,-62.8657912,10.3323400149,2018-04-24 23:11:10.886246
0,0,-8.59766509705,-65.945729251,10.9100202411,2018-04-24 23:11:11.256867
0,0,-13.4472090183,-62.7499983861,10.5254802081,2018-04-24 23:11:11.624879
0,0,-3.10931257946,-64.0841849969,10.5029127223,2018-04-24 23:11:11.968407
0,0,-10.5272999582,-65.5827843469,10.9006784648,2018-04-24 23:11:12.306526
0,0,-6.12596305111,-61.6195996841,10.2362801274,2018-04-24 23:11:12.654208
0,0,-7.78180204109,-65.474463576,10.8759293841,2018-04-24 23:11:12.998882
0,0,-11.1623831084,-65.6713597542,10.9056527376,2018-04-24 23:11:13.455522
0,0,-4.17291374938,-66.6387781836,10.9782589895,2018-04-24 23:11:13.793187
0,0,-6.86888357045,-60.1469458917,9.97644385381,2018-04-24 23:11:14.156290
0,0,-10.9266752721,-66.1561618658,10.9565663825,2018-04-24 23:11:14.609578
0,0,-6.06103542444,-65.4457558018,10.7655416235,2018-04-24 23:11:15.068641
0,0,-6.63419938531,-67.2505317422,11.0468900486,2018-04-24 23:11:15.430529
0,0,-2.73326119895,-57.7167479809,9.55812518725,2018-04-24 23:11:15.779832
0,0,-10.6371391824,-63.8715851199,10.6275348985,2018-04-24 23:11:16.119110
0,0,-15.9562405883,-64.6038601395,10.9662187989,2018-04-24 23:11:16.458054
0,0,-2.71281545765,-60.0647104804,9.95829245427,2018-04-24 23:11:16.795697
0,0,-5.87233892706,-64.2364008902,10.6124560546,2018-04-24 23:11:17.128118
0,0,-6.6684025445,-63.84141759,10.5542298411,2018-04-24 23:11:18.692485
0,0,0.880862555505,-67.1384660127,10.9977822081,2018-04-24 23:11:19.258923
0,0,-5.17270217829,-71.1138867795,11.5059050235,2018-04-24 23:11:19.910276
