xpixel,ypixel,xestimate,yestimate,angleError,time
0,0,64.8378470964,-87.2448033233,17.8002616308,2018-04-24 22:49:43.098516
0,0,53.6237804742,-87.6054273614,17.1854781278,2018-04-24 22:49:43.436248
0,0,60.0762870304,-87.9880837865,17.5682406883,2018-04-24 22:49:43.771773
0,0,65.1678239409,-87.7424127593,17.6691807328,2018-04-24 22:49:44.127972
0,0,54.8159633458,-85.8837078067,16.8735530532,2018-04-24 22:49:44.467446
0,0,43.3903535841,-81.121488803,15.336027901,2018-04-24 22:49:44.827678
0,0,54.4044345597,-75.1994966984,14.9138344004,2018-04-24 22:49:45.158548
0,0,44.0779683747,-82.3407670636,15.6963872283,2018-04-24 22:49:45.622799
0,0,42.3393830707,-82.9215002205,15.6669385382,2018-04-24 22:49:45.980176
0,0,42.0046688332,-73.3428947097,13.6561152544,2018-04-24 22:49:46.345112
0,0,40.5271290652,-74.3979881761,13.9003281811,2018-04-24 22:49:46.704485
0,0,46.2510471537,-76.2635899592,14.4505142729,2018-04-24 22:49:47.057564
0,0,48.0170188738,-73.0934142368,14.2782194976,2018-04-24 22:49:47.410542
0,0,45.0071736495,-76.2072511684,14.5812526648,2018-04-24 22:49:47.764616
0,0,43.0693052391,-72.9946812108,14.0549422735,2018-04-24 22:49:48.125640
0,0,42.1964122569,-72.8569428014,14.0197632202,2018-04-24 22:49:48.469069
0,0,43.7075934336,-74.9993099056,14.520767863,2018-04-24 22:49:48.826852
0,0,56.2820146548,-79.5085283826,15.7022375282,2018-04-24 22:49:49.164731
0,0,49.3638788795,-78.696826863,15.1170273911,2018-04-24 22:49:49.502289
0,0,55.9332325473,-80.6899904179,15.7411036022,2018-04-24 22:49:49.841472
0,0,91.6724458086,-86.7372930002,18.772625624,2018-04-24 22:49:50.208839
0,0,79.0368453835,-89.4364616665,18.1951064714,2018-04-24 22:49:50.578529
0,0,77.9434065271,-89.0138979472,18.2798630008,2018-04-24 22:49:50.920412
0,0,68.9158690517,-84.3252151488,17.0503921717,2018-04-24 22:49:51.280228
0,0,68.7062652599,-93.3850981359,18.028534777,2018-04-24 22:49:51.645936
0,0,64.8372435258,-89.4012101122,17.647504368,2018-04-24 22:49:53.206609
0,0,60.6874847042,-92.8283555566,17.6157757347,2018-04-24 22:49:53.557236
0,0,69.5220838031,-105.635841174,19.7635319116,2018-04-24 22:49:53.905979
0,0,61.7516736502,-94.7585410343,18.1305673875,2018-04-24 22:49:54.275166
0,0,58.4555721973,-82.9533635465,16.8313478501,2018-04-24 22:49:54.645333
0,0,57.52965559,-90.0609569553,17.3862446662,2018-04-24 22:49:55.045161
0,0,61.0397484302,-81.7819993706,16.6650129037,2018-04-24 22:49:55.386721
0,0,56.9454137422,-92.3173061742,17.7209263739,2018-04-24 22:49:55.732125
0,0,58.4266434842,-85.6439718146,17.0656633549,2018-04-24 22:49:56.097006
0,0,55.4007222391,-89.2041264911,17.1536065937,2018-04-24 22:49:56.440584
0,0,61.3919761107,-85.9006607396,17.3095419034,2018-04-24 22:49:56.777673
0,0,54.4704925024,-91.9535690713,17.6407659273,2018-04-24 22:49:57.117497
0,0,55.6115690157,-91.8777472717,17.7609167406,2018-04-24 22:49:57.460209
0,0,54.2719366285,-97.7276795279,18.3571263865,2018-04-24 22:49:57.819707
0,0,56.5169868234,-88.9236140144,17.4216552829,2018-04-24 22:49:58.257225
0,0,70.8568254547,-80.5312020188,17.7237770696,2018-04-24 22:49:58.592385
0,0,53.5197028423,-89.7297478641,16.3480605922,2018-04-24 22:49:58.957629
0,0,41.9335732053,-94.657325163,16.2637312412,2018-04-24 22:49:59.315474
0,0,40.8553857956,-62.7741179175,12.2429449316,2018-04-24 22:49:59.675136
0,0,47.9182382217,-85.1725377656,15.6992214937,2018-04-24 22:50:00.032690
0,0,34.6344485302,-90.6741638489,15.4888790257,2018-04-24 22:50:00.388220
0,0,27.2347344357,-93.4790828855,15.2827561615,2018-04-24 22:50:00.753227
0,0,51.7293643427,-84.8668525878,15.8933816713,2018-04-24 22:50:01.096066
0,0,25.2335637201,-84.2446790772,13.9542569427,2018-04-24 22:50:01.462130
0,0,40.0943021836,-82.1185951123,14.4025688092,2018-04-24 22:50:01.811245
0,0,51.4209678593,-85.6364921316,16.3689041066,2018-04-24 22:50:03.755434
0,0,48.490780122,-84.1277178073,15.9253384073,2018-04-24 22:50:04.095968
0,0,30.9350378606,-92.9601176986,15.3057343825,2018-04-24 22:50:05.921013
0,0,8.96718806132,-97.9610216027,15.4981523498,2018-04-24 22:50:07.119120
0,0,45.1967189921,-87.7699867267,15.5685195264,2018-04-24 22:50:07.647348
0,0,58.1545962579,-90.3425414417,16.8786087265,2018-04-24 22:50:08.093835
0,0,23.2403592644,-97.0843150924,15.5595638413,2018-04-24 22:50:08.583766
0,0,21.7991962887,-96.1477741671,15.4542935154,2018-04-24 22:50:09.043754
0,0,23.2422314339,-101.40694889,15.9795465038,2018-04-24 22:50:09.496788
0,0,20.7740580632,-93.6065334951,15.1373441179,2018-04-24 22:50:09.867798
0,0,47.6161703925,-77.6086733175,15.0295249955,2018-04-24 22:50:10.368256
0,0,56.628376093,-83.4164504741,16.6169170706,2018-04-24 22:50:10.782103
0,0,2.15447348307,-88.5089788257,13.7303896282,2018-04-24 22:50:11.230275
0,0,47.0149377951,-80.9753593349,14.7749733386,2018-04-24 22:50:11.679198
0,0,53.7944864986,-77.7253741829,14.6452899359,2018-04-24 22:50:12.112914
0,0,52.8662398817,-79.3818437293,15.5571606421,2018-04-24 22:50:12.571533
0,0,46.4868876967,-81.5159873369,15.5772031175,2018-04-24 22:50:14.496107
0,0,43.2435966709,-78.7640805352,14.2465454359,2018-04-24 22:50:14.948459
0,0,44.3290350652,-77.6034890123,14.1472911,2018-04-24 22:50:15.432013
0,0,37.7112404284,-83.7429724701,14.5640129328,2018-04-24 22:50:15.896324
0,0,18.2709175231,-94.4486074021,15.1128864508,2018-04-24 22:50:16.409523
0,0,55.9966683143,-79.8967016342,15.7998859498,2018-04-24 22:50:16.875366
0,0,14.208325372,-96.1509007341,15.308325872,2018-04-24 22:50:18.834176
