xpixel,ypixel,xestimate,yestimate,angleError,time
0,0,30.4960783694,-72.674900332,12.890548745,2018-04-24 22:55:25.499791
0,0,43.7724744542,-94.1008939035,15.2265534382,2018-04-24 22:55:25.889897
0,0,31.469627333,-68.3252012641,11.6743789977,2018-04-24 22:55:26.331572
0,0,33.0859042897,-59.9498814979,10.3187629802,2018-04-24 22:55:26.797647
0,0,19.404093678,-83.0842654376,13.4665872989,2018-04-24 22:55:27.246200
0,0,7.14374245821,-73.041186362,11.5401970995,2018-04-24 22:55:27.727810
0,0,30.577885178,-57.4755104973,9.73473021869,2018-04-24 22:55:28.163493
0,0,31.042072541,-74.4871844199,12.3109352076,2018-04-24 22:55:28.725102
0,0,32.4167134137,-76.2119733405,12.9008136204,2018-04-24 22:55:29.222541
0,0,25.6323258773,-71.4038133856,12.1380518241,2018-04-24 22:55:29.594118
0,0,36.0147150839,-75.9011999211,13.064235228,2018-04-24 22:55:32.819772
0,0,29.2643310963,-79.5798004053,12.8451907156,2018-04-24 22:55:33.202460
0,0,31.6992553143,-90.3702722524,14.1687318653,2018-04-24 22:55:33.618935
0,0,44.8349719645,-52.1024176383,10.4929992094,2018-04-24 22:55:34.204689
0,0,37.4428583675,-70.318459088,12.7095805949,2018-04-24 22:55:34.604098
0,0,33.0946541267,-65.1481186791,11.6546679124,2018-04-24 22:55:35.014020
0,0,40.471404832,-86.6324172162,14.0799522619,2018-04-24 22:55:35.575524
0,0,32.7483161184,-65.8815129603,11.0557494236,2018-04-24 22:55:36.590620
0,0,25.12929021,-68.6545211421,10.8910487651,2018-04-24 22:55:37.204226
0,0,39.797085254,-48.9152757254,9.60121755245,2018-04-24 22:55:37.849791
0,0,36.8947012341,-55.7813544681,10.3308884722,2018-04-24 22:55:38.418784
0,0,38.3690673002,-56.2429889718,10.5833628052,2018-04-24 22:55:38.947636
0,0,37.1771379007,-49.1010699868,9.42873506913,2018-04-24 22:55:39.550793
0,0,43.0939962875,-67.2770390516,12.406872929,2018-04-24 22:55:40.168927
0,0,38.9752667424,-57.3651743942,10.9356111143,2018-04-24 22:55:40.823061
0,0,38.3282397879,-56.8713833706,10.7639044162,2018-04-24 22:55:42.526389
0,0,36.5811186472,-89.3752474036,13.8257895063,2018-04-24 22:55:42.907807
0,0,32.7001502275,-61.6101555157,11.0704721886,2018-04-24 22:55:43.301880
