xpixel,ypixel,xestimate,yestimate,time
0,0,9.46985392126,-67.7443192183,2018-04-24 21:07:26.840104
0,0,13.4178609187,-70.6781390477,2018-04-24 21:07:33.138662
0,0,11.4242547394,-69.2405517516,2018-04-24 21:07:35.506920
0,0,13.794247429,-69.7114067684,2018-04-24 21:07:38.331261
0,0,6.91631137072,-71.5340823014,2018-04-24 21:07:39.390099
0,0,-5.78608184517,-77.4928270492,2018-04-24 21:07:40.344204
0,0,-3.50034191949,-77.3872068221,2018-04-24 21:07:41.345289
0,0,-4.90895858918,-76.6918518339,2018-04-24 21:07:42.245046
0,0,-9.88385060049,-79.2669553181,2018-04-24 21:07:43.171156
0,0,-3.77230870455,-73.2423902462,2018-04-24 21:07:44.079500
0,0,-3.23183127665,-83.8277914539,2018-04-24 21:07:45.056566
0,0,-4.1611305784,-80.6124070624,2018-04-24 21:07:45.926658
0,0,-7.48691839257,-77.4861859938,2018-04-24 21:07:46.958125
0,0,-2.69777428945,-79.707602795,2018-04-24 21:07:47.946033
0,0,-5.62713113045,-81.5203882988,2018-04-24 21:07:49.051397
0,0,-4.13160050301,-78.5434343165,2018-04-24 21:07:49.969237
0,0,-0.20888047086,-81.6931570567,2018-04-24 21:07:50.894157
0,0,-0.419138952842,-83.549859254,2018-04-24 21:07:51.799908
0,0,-0.782140970468,-87.3467351851,2018-04-24 21:07:52.746219
0,0,4.13255597418,-74.5040520147,2018-04-24 21:07:53.686522
0,0,-5.05171666613,-69.4117721345,2018-04-24 21:07:54.595485
0,0,-3.94356354115,-70.8047979138,2018-04-24 21:07:55.377221
0,0,-10.989784432,-68.0997635602,2018-04-24 21:07:56.158129
0,0,-1.58225369845,-75.3766102292,2018-04-24 21:07:56.855761
0,0,-2.06767154748,-81.1767112512,2018-04-24 21:07:57.616123
0,0,-4.88760527583,-78.1660322152,2018-04-24 21:07:58.288670
0,0,-10.185831175,-81.1933079942,2018-04-24 21:07:58.946858
0,0,-4.64828369661,-69.3018014768,2018-04-24 21:08:00.231848
0,0,-5.74726805523,-74.6224403287,2018-04-24 21:08:00.967630
0,0,-2.00211740868,-95.2770194486,2018-04-24 21:08:01.689717
0,0,6.67355287922,-115.837999431,2018-04-24 21:08:02.453601
0,0,-7.39957589855,-86.9838577037,2018-04-24 21:08:03.168567
0,0,-6.09312456637,-83.7738200074,2018-04-24 21:08:03.878723
0,0,-3.58728332465,-72.7869266663,2018-04-24 21:08:04.573534
0,0,-5.07225579384,-69.8629797947,2018-04-24 21:08:05.252225
0,0,-5.21556741305,-85.4906922543,2018-04-24 21:08:05.930640
0,0,-9.95741109332,-82.3752665563,2018-04-24 21:08:06.620484
0,0,-4.66718613164,-87.0682111556,2018-04-24 21:08:07.303186
0,0,-0.88143316944,-84.1750193825,2018-04-24 21:08:07.962289
0,0,3.426067527,-86.0377852881,2018-04-24 21:08:08.675785
0,0,3.49511524845,-86.3159930408,2018-04-24 21:08:09.397805
0,0,5.89630585621,-84.9407321646,2018-04-24 21:08:10.022262
0,0,6.63829002851,-85.1977397897,2018-04-24 21:08:10.647485
0,0,1.22669788893,-83.0758709583,2018-04-24 21:08:11.252531
0,0,4.53226003271,-87.8219317405,2018-04-24 21:08:12.285620
0,0,1.99707043572,-86.203161191,2018-04-24 21:08:12.973140
0,0,-2.52655188056,-83.0905303056,2018-04-24 21:08:13.625954
0,0,-2.22574114687,-83.2639179782,2018-04-24 21:08:14.192606
0,0,-2.57902576285,-85.2594609789,2018-04-24 21:08:14.763055
0,0,-1.1081520952,-89.3695821068,2018-04-24 21:08:20.724730
0,0,-2.89711466172,-85.6678987283,2018-04-24 21:08:21.383000
0,0,3.07175832342,-85.3949180647,2018-04-24 21:08:21.952167
0,0,2.74188410992,-79.9916147035,2018-04-24 21:08:22.524744
0,0,6.8427064262,-86.4504968317,2018-04-24 21:08:23.140549
0,0,3.17093562134,-82.3304340537,2018-04-24 21:08:23.569293
0,0,8.20246170353,-86.7899061744,2018-04-24 21:08:24.632869
0,0,8.60926893562,-77.2429073195,2018-04-24 21:08:25.327639
0,0,4.92829245365,-83.147619656,2018-04-24 21:08:26.639515
0,0,14.8034543566,-86.3703411744,2018-04-24 21:08:30.718019
0,0,8.02987345444,-83.7387362187,2018-04-24 21:08:31.561131
0,0,14.4618110573,-89.0246760262,2018-04-24 21:08:32.170992
0,0,3.25124172909,-92.3909389573,2018-04-24 21:08:32.778013
0,0,-0.306972839379,-87.3286591898,2018-04-24 21:08:33.355405
0,0,5.0597447957,-89.7488291192,2018-04-24 21:08:35.984073
0,0,0.0526612193206,-88.8566199258,2018-04-24 21:08:36.654264
0,0,-1.3521367097,-94.1322839323,2018-04-24 21:08:37.238521
0,0,2.23255428138,-75.2681852017,2018-04-24 21:08:39.793456
0,0,-5.73398757116,-77.3292301932,2018-04-24 21:08:40.479128
0,0,-4.57327435434,-69.5298629989,2018-04-24 21:08:41.100885
0,0,-5.47283036172,-73.1056422386,2018-04-24 21:08:41.721895
0,0,2.2786431386,-75.9105477505,2018-04-24 21:08:42.382832
0,0,-3.24941813312,-71.9770912663,2018-04-24 21:08:43.063445
0,0,0.712440795091,-72.4248732884,2018-04-24 21:08:43.783037
0,0,8.98499924017,-71.3045948597,2018-04-24 21:08:46.696136
0,0,1.99627441144,-78.728745341,2018-04-24 21:08:47.379186
0,0,8.83960146059,-81.6758406546,2018-04-24 21:08:48.001896
0,0,-8.06480366902,-60.2517039059,2018-04-24 21:08:48.583732
0,0,7.73447944933,-87.2295258216,2018-04-24 21:08:49.778479
0,0,-1.16284086592,-90.3818914503,2018-04-24 21:08:50.481940
0,0,0.396684117329,-81.1297787032,2018-04-24 21:08:51.129367
0,0,6.43149632162,-68.498518213,2018-04-24 21:08:51.699859
0,0,10.2291208704,-69.8807513283,2018-04-24 21:08:52.297859
0,0,4.68652479266,-72.5229884414,2018-04-24 21:08:52.918944
0,0,6.9080713031,-74.5097625237,2018-04-24 21:08:53.496198
0,0,3.2103095001,-74.0796172413,2018-04-24 21:08:54.057476
0,0,8.58642213673,-79.8435252207,2018-04-24 21:08:54.688665
0,0,2.52438415511,-76.9597543887,2018-04-24 21:08:55.344522
0,0,-1.91075127096,-72.9353740179,2018-04-24 21:08:55.955246
0,0,3.32289283447,-71.9679607638,2018-04-24 21:08:58.424647
0,0,1.07647325645,-79.4003410435,2018-04-24 21:08:59.056869
0,0,-0.34653416355,-82.4499294759,2018-04-24 21:08:59.670435
0,0,-5.01243279156,-78.542896488,2018-04-24 21:09:00.276359
0,0,-14.678112189,-80.1823256271,2018-04-24 21:09:02.538987
0,0,-8.42196596,-78.4155108101,2018-04-24 21:09:03.156085
0,0,-14.2688591094,-81.7505999948,2018-04-24 21:09:03.725672
0,0,-16.6501546321,-82.1936268063,2018-04-24 21:09:04.571924
0,0,-25.821781584,-72.8360957377,2018-04-24 21:09:05.306994
0,0,-23.4569536362,-78.113909459,2018-04-24 21:09:07.698187
0,0,-27.5939086347,-73.7474907428,2018-04-24 21:09:08.341243
0,0,-27.2781119639,-75.8354582139,2018-04-24 21:09:08.978686
